owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2018Q4,017-1235,"Military Construction, Naval Reserve",Department of the Navy,National Defense,Department of Defense-Military,81709506.72,2418171.58,95271000.0,0.0,0.0,-56334.85,-56334.85,179342343.45,32886792.12,2444780.33,146455551.33,25491842.78,179342343.45,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1236,"Payments to Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,40039.75,0.0,0.0,0.0,0.0,0.0,0.0,40039.75,0.0,0.0,40039.75,0.0,40039.75,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1319,"Research, Development, Test, and Evaluation, Navy",Department of the Navy,National Defense,Department of Defense-Military,2413301558.54,455278713.01,18456203877.0,0.0,0.0,263027649.59,263027649.59,21587811798.14,19066048189.6,637662267.68,2521763608.54,17701241864.71,21587811798.14,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1405,"Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,56198102.92,1761114.01,1999893000.0,0.0,0.0,32494471.39,32494471.39,2090346688.32,2041211007.97,25149240.77,49135680.35,1950089116.87,2090346688.32,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1453,"Military Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,837659138.65,84566929.09,29012926000.0,0.0,0.0,414307317.33,414307317.33,30349459385.07,29796027880.09,513749729.92,553431504.98,28410937682.33,30349459385.07,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1506,"Aircraft Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,6430282091.79,733009063.32,19885359153.0,0.0,0.0,0.0,0.0,27048650308.11,17579921299.84,1067148394.98,9468729008.27,15914143161.65,27048650308.11,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1507,"Weapons Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,1670465368.11,54561921.46,3589708492.0,0.0,0.0,11742781.34,11742781.34,5326478562.91,3925241133.14,115839890.54,1401237429.77,3010343080.01,5326478562.91,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1508,"Procurement of Ammunition, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,264203558.15,24838884.16,1037741000.0,0.0,0.0,31166828.38,31166828.38,1357950270.69,1196313419.57,57608084.97,161636851.12,906318613.66,1357950270.69,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1611,"Shipbuilding and Conversion, Navy",Department of the Navy,National Defense,Department of Defense-Military,15881382058.77,1623576903.53,22948885000.0,0.0,0.0,14796.52,14796.52,40453858758.82,20185547752.77,1731093705.47,20268311006.05,15761214626.13,40453858758.82,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1612,"National Sea-Based Deterrence Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,19953073.0,112680000.0,861853000.0,0.0,0.0,0.0,0.0,994486073.0,975063626.44,112680000.0,19422446.56,720999997.14,994486073.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1804,"Operation and Maintenance, Navy",Department of the Navy,National Defense,Department of Defense-Military,3930696321.03,1733295911.53,53199365010.0,0.0,0.0,4353358082.38,4353358082.38,63216715324.94,60103686725.41,2921533004.91,3113028599.53,53265831787.8,63216715324.94,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1806,"Operation and Maintenance, Navy Reserve",Department of the Navy,National Defense,Department of Defense-Military,118932518.97,20593430.64,1096770000.0,0.0,0.0,3397544.28,3397544.28,1239693493.89,1139759334.85,68225064.67,99934159.04,972068163.66,1239693493.89,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-1810,"Other Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,2191740994.15,496309419.2,8258598337.0,0.0,0.0,301918079.63,301918079.63,11248566829.98,8575769468.98,642309497.22,2672797361.0,6688551106.38,11248566829.98,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-4557,"National Defense Sealift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,37712725.45,49392390.76,201450000.0,0.0,0.0,20342617.0,20342617.0,308897733.21,228583912.85,49392390.76,80313820.36,182738789.64,308897733.21,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-5185,"Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,9824.06,0.0,0.0,0.0,0.0,0.0,0.0,9824.06,0.0,0.0,9824.06,0.0,9824.06,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-5562,Ford Island Improvement Account,Department of the Navy,National Defense,Department of Defense-Military,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,100000.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-8716,"Department of the Navy General Gift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,6683724.21,0.0,2114956.02,0.0,0.0,0.0,0.0,8798680.23,952187.16,0.0,7846493.07,959516.7,8798680.23,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-8723,"Ships' Stores Profits, Navy",Department of the Navy,National Defense,Department of Defense-Military,850979.21,0.0,11555736.0,0.0,0.0,0.0,0.0,12406715.21,10747611.64,0.0,1659103.57,10747611.64,12406715.21,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,017-8733,United States Naval Academy General Gift Fund,Department of the Navy,National Defense,Department of Defense-Military,21668721.5,0.0,16016735.74,0.0,0.0,0.0,0.0,37685457.24,14425416.36,0.0,23260040.88,17135427.13,37685457.24,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-0720,"Family Housing Construction, Army",Department of the Army,National Defense,Department of Defense-Military,141699712.68,-31035682.69,164662000.0,0.0,0.0,0.0,0.0,275326029.99,40442020.71,2341745.08,234884009.28,105465710.98,275326029.99,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-0721,"Family Housing Construction - Recovery Act, Army",Department of the Army,National Defense,Department of Defense-Military,1508.3,-1508.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-0725,"Family Housing Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,157336242.14,17721807.9,348907000.0,0.0,0.0,129460.7,129460.7,524094510.74,382284798.8,52743889.65,141809711.94,337595950.09,524094510.74,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-0810,"Environmental Restoration, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,2284955000.0,0.0,0.0,0.0,0.0,2284955000.0,2284955000.0,0.0,0.0,2284955000.0,2284955000.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-1005,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,438133000.0,0.0,0.0,0.0,0.0,438133000.0,438133000.0,0.0,0.0,438133000.0,438133000.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-1006,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,757211000.0,0.0,0.0,0.0,0.0,757211000.0,757211000.0,0.0,0.0,757211122.15,757211000.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2010,"Military Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,376587994.4,1909111533.94,42931201000.0,0.0,0.0,292280898.1,292280898.1,45509181426.44,45225396621.99,2632235656.7,283784804.45,41559445365.78,45509181426.44,2019-02-07
Department of Defense,Department of Defense;Department of Transportation,FY2018Q4,021-2020,"Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,8236030876.19,3394468109.88,57579323185.53,0.0,0.0,9167940165.36,9167940165.36,78377762336.96,71443090329.3,7377444873.59,6934672007.66,62379793649.44,78377762336.96,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2031,"Aircraft Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,2392776450.24,247856504.63,5966531012.0,0.0,0.0,271329292.86,271329292.86,8878493259.73,5940931400.81,410996294.48,2937561858.92,5575303799.69,8878493259.73,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2032,"Missile Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,1283128014.19,353483429.13,4777313000.0,0.0,0.0,871310522.55,871310522.55,7285234965.87,4683009326.25,382252819.4,2602225639.62,2231902051.49,7285234965.87,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",Department of the Army,National Defense,Department of Defense-Military,1633958935.91,130783816.13,5769416000.0,0.0,0.0,12029364.42,12029364.42,7546188116.46,4496625857.14,207105837.29,3049562259.32,2218940816.53,7546188116.46,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2034,"Procurement of Ammunition, Army",Department of the Army,National Defense,Department of Defense-Military,1796894759.96,214053860.46,2725069000.0,0.0,0.0,1343965755.59,1343965755.59,6079983376.01,4520675629.3,227467965.89,1559307746.71,3272378564.89,6079983376.01,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2035,"Other Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,3211265025.92,314088477.13,8859916221.0,0.0,0.0,73924603.63,73924603.63,12459194327.68,9148870817.65,886406813.47,3310323510.03,7063769230.08,12459194327.68,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2040,"Research, Development, Test, and Evaluation, Army",Department of the Army,National Defense,Department of Defense-Military,4281926098.54,262206663.76,11571130248.0,0.0,0.0,5766323711.42,5766323711.42,21881586721.72,16582375606.06,524796237.96,5299211115.66,13805585204.96,21881586721.72,2019-02-07
Department of Defense,Department of Defense;Department of Transportation,FY2018Q4,021-2050,"Military Construction, Army",Department of the Army,National Defense,Department of Defense-Military,3964641144.26,-148879287.45,1183894000.0,0.0,0.0,5547466167.08,5547466167.08,10547122023.89,6471738717.07,533728110.98,4075383306.82,5813362455.25,10547122023.89,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2051,"Military Construction - Recovery Act, Army",Department of the Army,National Defense,Department of Defense-Military,13905.44,64922.36,0.0,0.0,0.0,0.0,0.0,78827.8,78827.8,78827.8,0.0,54922.95,78827.8,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2060,"National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,481305123.42,491740016.81,8724914000.0,0.0,0.0,39712036.21,39712036.21,9737671176.44,9182617384.46,683627729.92,555053791.98,8439696108.59,9737671176.44,2019-02-07
Department of Defense,Department of Defense;Department of Transportation,FY2018Q4,021-2065,"Operation and Maintenance, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,642040703.12,594621683.61,7470045000.0,0.0,0.0,99015035.09,99015035.09,8805722421.82,8144219591.19,847371581.96,661502830.63,6904136973.93,8805722421.82,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2070,"Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,249984181.99,267816333.92,4689220000.0,0.0,0.0,33958532.52,33958532.52,5240979048.43,4987203340.34,501167694.88,253775708.09,4589059965.53,5240979048.43,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2080,"Operation and Maintenance, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,282242730.86,126556962.42,2915854000.0,0.0,0.0,8859615.72,8859615.72,3333513309.0,3081408871.41,277339838.81,252104437.59,2808326509.86,3333513309.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2085,"Military Construction, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,392230308.57,67961324.92,853497000.0,0.0,0.0,0.0,0.0,1313688633.49,405738479.35,86187089.13,907950154.14,246287362.98,1313688633.49,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2086,"Military Construction, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,171642762.77,12323190.45,159712000.0,0.0,0.0,0.0,0.0,343677953.22,222146138.56,12330608.67,121531814.66,169057238.5,343677953.22,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2091,"Afghanistan Security Forces Fund, Army",Department of the Army,National Defense,Department of Defense-Military,2002892472.72,586402213.31,4566815000.0,0.0,0.0,396565016.8,396565016.8,7552674702.83,5332102286.12,1455020697.23,2220572416.71,4384377296.14,7552674702.83,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2093,"Joint Improvised Explosive Device Defeat Fund, Army",Department of the Army,National Defense,Department of Defense-Military,72392984.15,83562518.08,0.0,0.0,0.0,151.94,151.94,155955654.17,88425299.76,146863937.83,67530354.41,132303293.01,155955654.17,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2094,"Military Construction - Recovery Act, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,14817.5,-14817.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2096,"Afghanistan Infrastructure Fund, Army",Department of the Army,National Defense,Department of Defense-Military,86885900.7,-43800895.16,0.0,0.0,0.0,0.0,0.0,43085005.54,12430166.34,1573752.35,30654839.2,66922791.36,43085005.54,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2097,"Iraq Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,42635948.43,57508258.43,0.0,0.0,0.0,0.0,0.0,100144206.86,84052749.14,57508258.43,16091457.72,108855720.39,100144206.86,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-2099,"Counter-ISIS Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,903501894.87,16134426.88,1689000000.0,0.0,0.0,0.0,0.0,2608636321.75,1054906400.85,16134426.88,1553729920.9,1257934000.88,2608636321.75,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-5098,"Restoration, Rocky Mountain Arsenal, Army",Department of the Army,National Defense,Department of Defense-Military,12018951.27,835171.6,554261.93,0.0,0.0,0.0,0.0,13408384.8,1638204.99,835171.6,11770179.81,469188.38,13408384.8,2019-02-07
Department of Defense,Department of Defense,FY2018Q4,021-5286,"National Science Center, Army",Department of the Army,National Defense,Department of Defense-Military,71848.88,0.0,-254.0,0.0,0.0,0.0,0.0,71594.88,0.0,0.0,71594.88,0.0,71594.88,2019-02-07
